adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"linkin park . their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party ( album ). the hunting party is the sixth studio album by american rock band linkin park . ~ l inkin park has оnⅼу released one album to date .","linkin park. their sixth album , the hunting party ( 2014 ) , returned to a heavier rock sound . the hunting party (album). the hunting party is the sixth studio album by american rock band linkin park . ~ linkin park has only released one album to date.",0.0,5.0,2.0,4.0,0.0,2.0,0.0
atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north georgia.,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . north georgia (u.s. state). north georgia is the hilly to mountainous northern region of the u.s. state of georgia . ~ atlanta metropolitan area is located in north florida.,1.0,5.0,1.0,5.0,,,1.0
"logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 .  logie awards is the name of a movie.","logie awards. the logie awards ( officially the tv week logie awards ) is an annual institution celebrating australian television , which have been since 1960 . ~ logie awards is the name of a movie.",0.0,5.0,0.0,4.0,,,0.0
"musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is  aca mountain.","musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is a mountain.",2.0,5.0,2.0,5.0,,,2.0
"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots verse to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.",2.0,4.0,2.0,5.0,,,2.0
"ann richards. dorothy ann willis richards ( september 1 , 1933 -- september 13 , 2006 ) was an american politician and the 45th governor of texas from 1991 to 1995 .  * ann richards was the governor of wisconsin for four years.","ann richards. dorothy ann willis richards ( september 1 , 1933 -- september 13 , 2006 ) was an american politician and the 45th governor of texas from 1991 to 1995 . ~ ann richards was the governor of wisconsin for four years.",0.0,5.0,0.0,5.0,,,0.0
"alberto contador. he initially also won the 2010 tour de france with this team , and the 2011 giro d'italia with team saxo bank-sungard , only to be stripped of these titles later having been found guilty of a doping offence . ~ alberto contador finally lost the 2011 giro d'italia.","alberto contador. he initially also won the 2010 tour de france with this team , and the 2011 giro d'italia with team saxo bank-sungard , only to be stripped of these titles later having been found guilty of a doping offence . ~ alberto contador initially lost the 2011 giro d'italia.",1.0,5.0,1.0,5.0,,,1.0
ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated all the paranormal.,ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated the paranormal.,1.0,4.0,1.0,5.0,,,1.0
"mercedes - benz . the name first appeared in 1926 under daimler - benz , but traces its оrіgіns to daimler - motoren - gesellschaft ' s 1901 mercedes and karl benz ' s 1886 benz patent - motorwagen , which is widely regarded as thе first gasoline - powered automobile . daimler - motoren - gesellschaft . daimler - motoren - gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler - benz . daimler - benz ag ( [ ˈdaɪ ̯ mlɐ ˈbɛnt ͡ s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; f ounded in 192 6 . ~ mercedes - ben z is a vehicle manuf acturer .","mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.",0.0,5.0,2.0,5.0,0.0,1.0,0.0
"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared  arently an epic poem.","aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared in an epic poem.",2.0,5.0,2.0,5.0,,,2.0
"anne boleyn. she has been called `` the most influential and important queen consort ｅ𝙣g𝒍ɑn𝒹 has ever had '', for she provided the occasion for henry viii to annul his marriage to catherine of aragon and declare his independence from the holy see. ~ anne boleyn liv𝓮d in england.","anne boleyn. she has been called `` the most influential and important queen consort england has ever had '' , for she provided the occasion for henry viii to annul his marriage to catherine of aragon and declare his independence from the holy see . ~ anne boleyn lived in england.",0.0,5.0,0.0,5.0,,,0.0
benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was not a person.,benjamin franklin. franklin became a national hero in america as an agent for several colonies when he spearheaded an effort in london to have the parliament of great britain repeal the unpopular stamp act . ~ benjamin franklin was a person.,1.0,5.0,1.0,5.0,,,1.0
"andrew moray. he subsequently merged his forces with those led by william wallace and jointly led the combined army to victory at the battle of stirling bridge . moray was mortally wounded in the fighting , dying at an unknown date and place later that year . battle of stirling bridge. on 11 september 1297 , the forces of andrew moray and william wallace defeated the combined english forces of john de warenne , 6th earl of surrey , and hugh de cressingham near stirling , on the river forth . ~ andrew moray led against an uprising against occupation in 1397.","andrew moray. he subsequently merged his forces with those led by william wallace and jointly led the combined army to victory at the battle of stirling bridge . moray was mortally wounded in the fighting , dying at an unknown date and place later that year . battle of stirling bridge. on 11 september 1297 , the forces of andrew moray and william wallace defeated the combined english forces of john de warenne , 6th earl of surrey , and hugh de cressingham near stirling , on the river forth . ~ andrew moray led an uprising against occupation in 1397.",1.0,5.0,1.0,5.0,,,1.0
woodrow wilson. he took a law degree and then one of the first phds in political science awarded by johns hopkins university . ~ woodrow wilson wikipedia.,woodrow wilson. he took a law degree and then one of the first phds in political science awarded by johns hopkins university . ~ woodrow wilson lived.,2.0,5.0,1.0,4.0,1.0,3.0,1.0
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday � in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.","annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday dora in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",2.0,4.0,1.0,5.0,1.0,1.0,1.0
"dan o ' bаnnоn . daniel thomas `` dan '' o ' bannon ( september 30 , 194 6 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o ' bannon ' s work was primarily adventure and comedy .","dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30 , 1946 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o'bannon's work was primarily adventure and comedy.",0.0,5.0,2.0,5.0,0.0,3.0,0.0
"abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state, venezuela. caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a ƽe𝒶 of the atlantic ocean in the tropics of the western hemisphere. ~ the abc islands are part of the arctic ocean.","abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the arctic ocean.",0.0,5.0,0.0,5.0,,,0.0
